tmdbId,title,overview,cast,director
3035,Frankenstein,"Dr. Henry Frankenstein attempts to create life by assembling a creature from body parts of the deceased. Aided by his loyal misshapen assistant, Fritz, Frankenstein succeeds in animating his monster, but, confused and traumatized, it escapes into the countryside and begins to wreak havoc. Frankenstein searches for the elusive being and eventually must confront his tormented creation.","Colin Clive,Mae Clarke,John Boles",James Whale
3036,Mary Shelley's Frankenstein,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.","Robert De Niro,Kenneth Branagh,Tom Hulce",Kenneth Branagh
3040,Night Watch,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage","Konstantin Khabenskiy,Vladimir Menshov,Galina Tyunina",
3042,Frankenstein,"In the early 19th century, Dr. Frankenstein (Patrick Bergin, Sleeping with the Enemy) discovers the secret of life â€“ how to create a perfect man â€“ powerful, intelligent and immune to disease. But something goes wrong in the laboratory and the doctorâ€™s hideous creation (Randy Quaid, National Lampoonâ€™s Vacation) disappears into the night. At first, Frankenstein hoped that the horrible monster would perish in the wilderness, but now he senses that itâ€™s alive and sets out for him. Dr. Frankenstein tracks the creature to the Arctic, where the two must battle to decide who will become the master of the otherâ€™s lifeâ€¦or death. â€œNobodyâ€™s ever done a Frankenstein like this one and nobodyâ€™s ever done a better oneâ€ (Houston Chronicle).","Patrick Bergin,Randy Quaid,John Mills",
3043,Flesh for Frankenstein,"Within the decadent walls of the Frankenstein mansion, the Baron and his depraved assistant Otto have discovered the means of creating new life. As the Baron's laboratory begins to fill up with stitched body parts, the Baroness dallies with the randy new manservant and soon the decadent, permissive household is consumed by an outrageous, bizarre, and hilarious orgy of death and dismemberment.","Joe Dallesandro,Monique van Vooren,Udo Kier",
3051,Eye of the Devil,A French nobleman deserts his wife because of an ancient family secret.,"Deborah Kerr,David Niven,Sharon Tate",J. Lee Thompson
3053,The Fearless Vampire Killers,"A noted professor and his dim-witted apprentice fall prey to their inquiring vampires, while on the trail of the ominous damsel in distress.","Jack MacGowran,Roman Polanski,Alfie Bass",
3056,Frankenstein,An investigation into a serial killer leads two detectives to discover that Dr. Frankenstein and his creature are still alive after two centuries of genetic experiments.,"Parker Posey,Vincent Perez,Thomas Kretschmann",Marcus Nispel
3072,Frankenstein Unbound,"The ultimate weapon, claimed to be safe for mankind, produces global side-effects including time slides and disappearances. The scientist behind the project and his car are zapped from the year 2031 to 1817 in Switzerland where he meets Dr. Victor Frankenstein, Mary Shelley and others.","John Hurt,Raul Julia,Nick Brimble",
3073,Bud Abbott and Lou Costello Meet Frankenstein,"Two hapless freight handlers find themselves encountering Dracula, the Frankenstein Monster and the Wolf Man.","Bud Abbott,Lou Costello,Lon Chaney Jr.",Charles Barton
3074,The Ghost of Frankenstein,"Ygor discovers Frankenstein's creation is still alive and brings him to the Doctor's son, Ludwig, for help. Obsessed with restoring the monster to his full potential, Ludwig is unaware that someone has more devious plans for the creature.","Cedric Hardwicke,Lon Chaney Jr.,Bela Lugosi",Erle C. Kenton
3075,Frankenstein Must Be Destroyed,"Blackmailing a young couple to assist with his horrific experiments the Baron, desperate for vital medical data, abducts a man from an insane asylum. On route the abductee dies and the Baron and his assistant transplant his brain into a corpse. The creature is tormented by a trapped soul in an alien shell and, after a visit to his wife who violently rejects his monstrous form, the creature wreaks his revenge on the perpetrator of his misery: Baron Frankenstein.","Peter Cushing,Veronica Carlson,Freddie Jones",Terence Fisher
3076,Frankenstein Meets the Wolf Man,"Grave robbers open the grave of the wolf man and awaken him. He doesn't like the idea of being immortal and killing people when the moon is full so tries to find Dr. Frankenstein, in the hopes that the doctor can cure him. Dr. Frankenstein has died; however, his monster is found.","Lon Chaney Jr.,Bela Lugosi,Ilona Massey",Roy William Neill
3077,Son of Frankenstein,"One of the sons of Frankenstein finds his father's monster in a coma and revives him, only to find out he is controlled by Ygor who is bent on revenge.","Basil Rathbone,Boris Karloff,Bela Lugosi",Rowland V. Lee
3079,The Curse of Frankenstein,Baron Victor Frankenstein has discovered life's secret and unleashed a blood-curdling chain of events resulting from his creation: a cursed creature with a horrid face â€” and a tendency to kill.,"Peter Cushing,Hazel Court,Robert Urquhart",Terence Fisher
3103,House of Frankenstein,"An evil scientist and a hunchback escape from prison and encounter Dracula, the Wolf Man and Frankenstein's Monster.","Boris Karloff,Lon Chaney Jr.,J. Carrol Naish",Erle C. Kenton
3104,Frankenstein Created Woman,"A deformed tormented girl drowns herself after her lover is framed for murder and guillotined. Baron Frankenstein, experimenting with the transfer of souls, places the boy's soul into her body, bringing Christina back to life. Driven by revenge, she carries out a violent retribution on those responsible for both deaths.","Peter Cushing,Susan Denberg,Thorley Walters",Terence Fisher
3105,Frankenstein: The True Story,"Victor Frankenstein witnesses his creation turn uncontrollable after he's duped by his associate, Dr. Polidori.","James Mason,Leonard Whiting,David McCallum",Jack Smight
3117,Frankenstein and the Monster from Hell,"Dr Simon Helder, sentenced to an insane asylum for crimes against humanity, recognises its director as the brilliant Baron Frankenstein, the man whose work he had been trying to emulate before his imprisonment. Frankenstein utilises Helder's medical knowledge for a project he has been working on for some time. He is assembling a man from vital organs extracted from various inmates in the asylum. And the Baron will resort to murder to acquire the perfect specimens for his most ambitious project ever.","Peter Cushing,Shane Briant,Madeline Smith",Terence Fisher
3118,Frankenstein 90,"French cybernetics genius Victor Frankenstein carries on the work of his notorious ancestor and creates a monster, albeit one with a penchant for philosophy, etiquette and occasional bouts of murderous rage. But when the creature develops a hunger for l'amour, Frankenstein and his understanding fiancÃ© use a cache of freshly murdered strippers to build the creature a beautiful yet dutiful bride. Can the undead find true love in a cold world, or will the French ways of passion unleash some monstrous surprises upon them all?","Jean Rochefort,Eddy Mitchell,Fiona GÃ©lin",
3122,Lady Frankenstein,"Dr. Frankensteins' daughter, who is in love with the aging lab assistant Marshall, continues with her fathers experiments and attempts to transplant Marshall's brain into a new body to prolong his life.","Joseph Cotten,Rosalba Neri,Paul MÃ¼ller",Mel Welles
3124,The Evil of Frankenstein,"Once hounded from his castle by outraged villagers for creating a monstrous living being, Baron Frankenstein returns to Karlstaad. High in the mountains they stumble on the body of the creature, perfectly preserved in the ice. He is brought back to life with the help of the hypnotist Zoltan who now controls the creature. Can Frankenstein break Zoltan's hypnotic spell that incites the monster to commit these horrific murders or will Zoltan induce the creature to destroy its creator?","Peter Cushing,Peter Woodthorpe,Duncan Lamont",Freddie Francis
3125,Dracula vs. Frankenstein,Dracula conspires with a mad doctor to resurrect the Frankenstein Monster.,"J. Carrol Naish,Lon Chaney Jr.,Anthony Eisley",Al Adamson
3127,The Revenge of Frankenstein,"Baron Frankenstein, working under the protective pseudonym Dr. Victor Stein, together with his assistant Dr. Kleve, transplants a dwarf's brain into another body and unleashes a deranged being.","Peter Cushing,Francis Matthews,Eunice Gayson",Terence Fisher
3144,Rock 'n' Roll Frankenstein,"The movie follows Bernie, a record producer who persuades his nephew Frankie to create a new rock star that will help Bernie overcome his work related ennui. Iggy, the burnt out roadie pillages the graves of various celebrities such as Buddy Holly, Jimi Hendrix, and Sid Vicious, using the head of Elvis Presley to top things off.","Graig Guggenheim,Graig Guggenheim,Jayson Spence",
3145,The Horror of Frankenstein,"Tongue-in-cheek chiller about a ruthlessly sadistic student who will stop at nothing in pursuit of advancing his shocking scientific experiments. Young Victor Frankenstein murders his own father in order to inherit his title and fortune, and drops out of school to concentrate on his unholy attempts to resurrect dead creatures.","Ralph Bates,Kate O'Mara,Veronica Carlson",
3146,The War of the Gargantuas,"Gaira, a humanoid sea beast spawned from the discarded cells of Frankenstein's monster, attacks the shores of Tokyo. While the Japanese military prepares to take action, Gaira's Gargantua brother, Sanda, descends from the mountains to defend his kin. A battle between good and evil ensues, leaving brothers divided and a city in ruins.","Russ Tamblyn,Kumi Mizuno,Kenji Sahara",
3151,Frankenstein General Hospital,A mad doctor puts together a new body by using body parts he steals from a mortuary at the hospital where he works.,"Mark Blankfield,Leslie Jordan,Jonathan Farwell",Deborah Romare
3159,Frankenstein's Castle of Freaks,"Brazzi plays mad Dr. Frankenstein, Dunn is an evil dwarf and Lugosi (no relation to Bela) is a Neanderthal man. Add a monster named Hulk, and some nude women for sexploitation value.","Rossano Brazzi,Michael Dunn,Edmund Purdom",Dick Randall
3162,Blackenstein,"Eddie is a Vietnam veteran who loses his arms and legs when he steps on a land mine, but a brilliant surgeon is able to attach new limbs. Unfortunately an insanely jealous assistant (who has fallen in love with Eddie's fiance) switches Eddie's DNA injections, transforming him into a gigantic killer.","Ivory Stone,Joe De Sue,Roosevelt Jackson",William A. Levey
3163,The Erotic Rites of Frankenstein,"Dr. Frankenstein is left for dead in the woods. His daughter, Dr. Vera Frankenstein, hunts for his attacker: Dr. Cagliostro, a mad scientist whoâ€™s created a race of human-animal hybrids.","Alberto DalbÃ©s,Dennis Price,Howard Vernon",
3164,Frankenstein 1970,The baron's grandson rents the family castle to a TV crew to fund his atomic revival of the family monster.,"Boris Karloff,Jana Lund,Don Barry",Howard W. Koch
3166,Frankenstein Meets the Space Monster,"When an atomic war on Mars destroys the planet's women, it's up to Martian Princess Marcuzan and her right-hand man Dr. Nadir to travel to earth and kidnap women for new breeding stock. Landing in Puerto Rico, they shoot down a NASA space capsule manned by an android. With his electronic brain damaged, the android terrorizes the island while the Martians raid beaches and pool parties","Marilyn Hanold,James Karen,Lou Cutell",Robert Gaffney
3176,Battle Royale,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.","Tatsuya Fujiwara,Aki Maeda,Takeshi Kitano",Kinji Fukasaku
3201,The Vindicator,"An employee of a secret company operation becomes the victim of the company's special weapons project. He is transformed into a robotic killing machine that, because of his programming must destroy anything that comes near him.","David McIlwraith,Teri Austin,Richard Cox",Jean-Claude Lord
3202,Terror of Frankenstein,Victor Frankenstein's search for the secret of life leads to the creation of a monster that consumes his life and family.,"Leon Vitali,Per Oscarsson,Nicholas Clay",
3205,Santo vs. Frankenstein's Daughter,"Dr. Frankenstein and her assistant, Dr. Yanco, are going to bring one of their experiments to life in Santo Vs. Frankenstein's Daughter. She intends to use a monster named Ursus to do her evil bidding. Using a youth serum to retain their vitality, the doctors set their sights upon none other than El Santo. They need his super human blood to regenerate a stronger youth serum. They kidnap Santo's goddaughter, Norma and lure him into Dr. Frankenstein's lab where he is captured and enslaved. Will Santo make it out alive?","Santo,Gina Romand,Anel",Miguel M. Delgado
3208,I Was a Teenage Frankenstein,"Professor Frankenstein creates a teenager from an accident victim, who gets angry when he learns he is going to be taken apart.","Whit Bissell,Phyllis Coates,Robert Burton",Herbert L. Strock
3210,The Projected Man,Matter-transmitter sabotage leaves a British scientist (Bryant Halliday) disfigured and full of amps.,"Mary Peach,Bryant Haliday,Norman Wooland",Ian Curteis
3214,Santo and Blue Demon vs. Dr. Frankenstein,Innocent women are being kidnapped and used as guinea pigs for a brain transplant experiment. The diabolical Dr. Frankenstein continues his quest to perfect his brain transplant operation to bring back his deceased wife at any cost - even if it means playing with the lives of others. El Santo and Blue Demon are called in to help when their friend Alicia becomes Dr. Frankenstein's next target. It'll take both heroes to go up against the dastardly doctor and go mano a mano with his super strong zombie Golem.,"Santo,Blue Demon,Sasha Montenegro",Miguel M. Delgado
3216,Assignment Terror,"Aliens from a dying world plot to conquer earth by praying on man's superstitions. Bringing two dead scientists (Michael Rennie and Karin Dor) back to life, they use their knowledge to re-animate various earth monsters, including the werewolf Waldemar Daninsky, Frankenstein's monster (both played by Jacinto Molina), the mummy Tao-Tet, and the vampire Count de Meirhoff.","Michael Rennie,Karin Dor,Craig Hill",Tulio Demicheli
3347,Frankenstein: Italian Style,"Dr. Victor Frankenstein creates a monster to show his scientific theories, but soon leaves him. So the scientist tries to rebuild his live getting married with Janet, and retires to his castle with Igor. However the monster goes back to haunt Frankenstein, and so Victor finds out that the monster has ferocious sexual orientation to Janet. Frankenstein then calls the servant Igor to readjust the monster, but also Igor takes advantage of Janet...","Gianrico Tedeschi,Aldo Maccione,Jenny Tamburi",Armando Crispino
3412,Return from Death: Frankenstein 2000,"When a woman is beaten into a coma and saved from being raped by her handyman (Donald O'Brien), the local security force does a cover-up to save the town's reputation and frames the saviour. After he hangs himself, the woman's strange comatose psi-powers revive him from the dead to exact revenge.","Donald O'Brien,Cinzia Monreale,Robin Tazusky",
3483,The Blood of Fu Manchu,"Fu Manchu inoculates ten women with poison, to kill ten world leaders.","Christopher Lee,Richard Greene,Howard Marion-Crawford",
3484,The Mask of Fu Manchu,"The villainous Dr. Fu Manchu races against a team of Englishmen to find the tomb of Ghengis Khan, because he wants to use the relics to cause an uprising in the East to wipe out the white race.","Boris Karloff,Lewis Stone,Karen Morley",Charles Brabin
3485,The Castle of Fu Manchu,"The evil mastermind Fu Manchu plots his latest scheme to basically freeze over the Earth's oceans with his diabolical new device. Opposing him is his arch-nemesis, Interpol's very British Nayland Smith.","Christopher Lee,Richard Greene,Howard Marion-Crawford",JesÃºs Franco
3511,The Broken,"The life of a successful radiologist spirals out of control when she sees the spitting image of herself driving down a London street. While attempting to uncover who the imposter could be, she stumbles into a terrifying mystery that her family and closest friends are somehow involved in, leaving her with no one to trust.","Lena Headey,Ulrich Thomsen,Melvil Poupaud",
3521,The Puzzle of the Red Orchid,Rival gangsters from Chicago move to London and attempt to extort money from rich Britons.,"Christopher Lee,Adrian Hoven,Marisa Mell",Helmut Ashley
3560,Ring of Darkness,"Once a Satanist who surrendered her soul and body to the devil himself, Carlotta Rhodes begins to regret her tryst with Lucifer when her teenage daughter, Daria, starts showing the evil influence of dear old Dad. Convinced that she can stop the devil's power on earth, Carlotta calls upon an exorcist for help.","Anne Heywood,Valentina Cortese,John Phillip Law",
3574,Doctor X,A wisecracking New York reporter intrudes on a research scientist's quest to unmask The Moon Killer.,"Lionel Atwill,Fay Wray,Lee Tracy",Michael Curtiz
3575,The Return of Doctor X,"Dr. Francis Flegg , a specialist in blood disease and research, has been assisted in recent months by a mysterious fellow named Marshall Quesne who is extremely pale, with a streak of white hair. Newspaperman Garrett following the disappearance of an actress, whom he claims he saw was dead, turns up alive again, making Garrett look foolish. But he slowly becomes suspicious of Quesne and Flegg.","Humphrey Bogart,Rosemary Lane,Wayne Morris",Vincent Sherman
3581,Death Line,There's something pretty grisly going on under London in the Tube tunnels between Holborn and Russell Square. When a top civil servant becomes the latest to disappear down there Scotland Yard start to take the matter seriously. Helping them are a young couple who get nearer to the horrors underground than they would wish.,"Donald Pleasence,Norman Rossington,David Ladd",Gary Sherman
3593,Dr. Cyclops,Four explorers are summoned to Peru by the brilliant physicist Dr Thorkel. They discover a rich source of radium and a half-mad Thorkel who shrinks them down to one-fifth their normal size when they threaten to stop his unorthodox experimentation.,"Albert Dekker,Thomas Coley,Janice Logan",Ernest B. Schoedsack
3597,I Know What You Did Last Summer,"After four high school friends are involved in a hit-and-run road accident, they dispose of the body and vow to keep the incident a secret. A year later, they each start receiving anonymous letters bearing the warning ""I Know What You Did Last Summer.""","Jennifer Love Hewitt,Sarah Michelle Gellar,Ryan Phillippe",Jim Gillespie
3600,I Still Know What You Did Last Summer,"Ever since killing the Fisherman one year ago, Julie James is still haunted by images of him after her. When her best friend Karla wins free tickets to the Bahamas, Julie finds this a perfect opportunity to finally relax. But someone is waiting for her. Someone who she thought was dead. Someone who is out again for revenge.","Jennifer Love Hewitt,Freddie Prinze Jr.,Brandy Norwood",Danny Cannon
3602,I'll Always Know What You Did Last Summer,"Several teenagers in a small-town in Colorado concoct a July 4th prank based on a frightening legend that goes awry when their friend ends up accidentally killed; however, the teens agree to keep their involvement a secret from the authorities, who continue to search for the man who apparently killed their friend. A year later, with the July 4th celebration coming up again, the teenagers realize that they're being stalked by someone who clearly intends on keeping the horrible legend alive by killing them off.","Brooke Nevin,David Paetkau,Torrey DeVitto",Sylvain White
3603,Black Sheep,A genetic engineering experiment gone horribly awry turns a large flock of docile sheep into unrelenting killing machines.,"Nathan Meister,Peter Feeney,Danielle Mason",
3699,Seven Blood-Stained Orchids,"A woman is fatally stabbed in bed, a prostitute is battered into oblivion and a female painter is strangled with a telephone cord.  Another woman, Giulia, who is on her honeymoon, is attacked in a train carriage but the killer flees when her husband Mario comes to the rescue.  In spite of his protestations to the police, Mario is accused of being the murderer.  He sets out to prove his innocence by conducting his own enquiries.  In the meanwhile, a woman in an insane asylum is drowned in a bath and another female victim is power-drilled to death...","Antonio SabÃ to,Uschi Glas,Pier Paolo Capponi",
3763,Onibaba,"While her son, Kichi, is away at war, a woman and her daughter-in-law survive by killing samurai who stray into their swamp, then selling whatever valuables they find. Both are devastated when they learn that Kichi has died, but his wife soon begins an affair with a neighbor who survived the war, Hachi. The mother disapproves and, when she can't steal Hachi for herself, tries to scare her daughter-in-law with a mysterious mask from a dead samurai.","Nobuko Otowa,Jitsuko Yoshimura,Kei SatÅ",
4226,Shriek If You Know What I Did Last Friday the Thirteenth,"In this horror parody, a masked serial killer menaces the town of Bulimia Falls with various sharp objects. Attention-seeking television personality Hagitha Utslay is soon on the scene, reporting on the ever-growing body count. Former mall security guard Doughy shows up to protect the teenage population, but he's clearly not much help, allowing the murderer to pick off even more hapless kids as numerous scary movies are referenced.","Tiffani Thiessen,Tom Arnold,Coolio",John Blanchard
4232,Scream,"A killer known as Ghostface begins killing off teenagers, and as the body count begins rising, one girl and her friends find themselves contemplating the 'rules' of horror films as they find themselves living in a real-life one.","David Arquette,Neve Campbell,Courteney Cox",Wes Craven
4233,Scream 2,"Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself.","Neve Campbell,Courteney Cox,David Arquette",Wes Craven
4234,Scream 3,"As bodies begin dropping around the set of â€˜Stab 3â€™ â€” a movie sequel based on the gruesome Woodsboro killings â€” Sidney, Gale and Dewey are once again drawn into a game of horror movie mayhem.","David Arquette,Neve Campbell,Courteney Cox",Wes Craven
4241,Visitor Q,"In a dysfunctional family where the mother is a heroin addict and prostitute, beaten by her son, and the father is an ex-TV reporter, sleeping with his daughter and filming his son being beaten up, â€˜Qâ€™, a complete stranger enters the bizarre family, changing their lives for the better, finding a balance in their disturbing natures.","Kenichi Endo,Shungicu Uchida,Kazushi Watanabe",Takashi Miike
4247,Scary Movie,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!","Anna Faris,Jon Abrahams,Marlon Wayans",Keenen Ivory Wayans
4256,Scary Movie 3,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.","Anna Faris,Simon Rex,Anthony Anderson",David Zucker
4257,Scary Movie 4,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.","Anna Faris,Regina Hall,Craig Bierko",David Zucker
4283,Primeval,A news team is sent to Burundi to capture and bring home a legendary 25-foot crocodile. Their difficult task turns potentially deadly when a warlord targets them for death.,"Dominic Purcell,Brooke Langton,Orlando Jones",Michael Katleman
4284,Sasquatch Hunters,Bigfoot... Sasquatch... Some legends never die... They Kill!,"Matt Lattimore,Amy Shelton-White,Gary Sturm",Fred Tepper
4288,The Final Terror,"A group of friends head out for what is expected to be a vacation of hiking, camping and a good time, but when a backwoods mama finds them on her turf, it becomes anything but a vacation.","John Friedrich,Adrian Zmed,Daryl Hannah",Andrew Davis
4289,Dinocroc,"After an African dinosaur ancestor of the crocodile is found, Dr. Campbell uses its DNA to create prototypes at Paula Kennedy's Genetic Research Co. (Gereco) lab. However one must be put down after killing someone, another escapes and the information is kept from sheriff Harper. His daughter, county dog catcher Diane Harper, helps her ex (welding artist Tom Banning) with his kid brother Michael's beloved dog. They bump into Campbell and discover the dinocroc is growing, having escaped down a tunnel. Although Gereco hires Australian crocodile specialist and intrepid hunter, Richard 'Dick' Sydney, the beast proves impervious to bullets, so the body count rises alarming.","Costas Mandylor,Charles Napier,Jake Thomas",Kevin O'Neill
4290,Supergator,Geologists encounter a giant alligator while investigating an active volcano in Hawaii.,"Brad Johnson,Kelly McGillis,Josh Kelly",
4337,The Birds II: Land's End,"Still haunted by the memory of the son they lost to an accident years ago, Ted and Mary Hocken take up residence with their two young daughters on the remote, windswept reaches of a tiny East Coast island. The Hockens are determined to forget their painful past and spend a quiet, uneventful summer. But as immense flocks of birds begin massing around the island, it becomes clear that something is very wrong in this isolated, deceptively calm oasis. Before long, the sky is darkened by a hideous onslaught of the screeching, winged creatures. It's an assault unlike anything in the history of man or beast â€“ or is it? For one old timer recalls a similar, horrific outbreak that gripped the West Coast decades ago...","Brad Johnson,Chelsea Field,James Naughton",Rick Rosenthal
4365,Munchies,"Simon Watterman, a space archaeologist, discovers the ""Munchies"" in a cave in Peru. Cecil Watterman, Simon's evil twin brother and snack food entrepreneur, kidnaps the creature. What Cecil does not know is that the creature, when chopped up, regenerates into many new creatures and are they mean!","Harvey Korman,Charlie Stratton,Nadine Van der Velde",Tina Hirsch
4368,Dark Wolf,"A hip, very erotic twist on the werewolf thriller, this atmospheric horror film adds a a wickedly sexy appetite to the bloodthirsty cravings of its monster. A vicious werewolf stalks the streets of Los Angeles. Between killings, its desperate goal is to mate with unsuspecting Josie, who is unaware of her special power attracting the beast. Forced to take over an investigation involving werewolves after his partner is killed, an LAPD Detective is led to the trail of this ravenously deadly hybrid werewolf.","Samaire Armstrong,Ryan Alosio,Andrea Bogart",Richard Friedman
4442,The Brothers Grimm,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.","Matt Damon,Heath Ledger,Lena Headey",
4443,Shadowman,"Clad in a featureless red mask, The Man Without A Face is involved in a single-minded pursuit of the fabled treasure of the Knights Templar in this tribute to the pulp adventure stories of Louis Feuillade.","Jacques Champreux,Josephine Chaplin,Patrick PrÃ©jean",Georges Franju
4457,Witchery,"The deserted island hotel hides a dark and sinister secret. Hundreds of years ago a witch held sway there, dominating her coven and spreading an evil that has seeped deep into the earth. Two centuries later, a photographer and his virginal fiance sneak onto the island to research its gruesome history. Soon all will find themselves falling victim to a horror that has survived the ages....","David Hasselhoff,Linda Blair,Catherine Hickland",Fabrizio Laurenti
4488,Friday the 13th,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,"Betsy Palmer,Adrienne King,Harry Crosby",Sean S. Cunningham
4494,Rapture,"JosÃ© Sirgado is a low-budget filmmaker whose heroin addiction distorts his perspective of the real world. Although he is a depressed and unstable individual, his mood improves when he receives the mysterious films of Pedro, with whom he shares his passion for cinema.","Eusebio Poncela,Cecilia Roth,Will More",
4495,The Spirit of the Beehive,"In the aftermath of the Spanish Civil War, Ana, a sensitive seven-year-old girl in a rural Spanish hamlet is traumatized after a traveling projectionist screens a print of James Whale's 1931 ""Frankenstein"" for the village. The youngster is profoundly disturbed by the scenes in which the monster murders the little girl and is later killed himself by the villagers. She questions her sister about the profundities of life and death and believes her older sibling when she tells her that the monster is not dead, but exists as a spirit inhabiting a nearby barn. When a Loyalist soldier, a fugitive from Franco's victorious army, hides out in the barn, Ana crosses from reality into a fantasy world of her own.","Fernando FernÃ¡n GÃ³mez,Teresa Gimpera,Ana Torrent",VÃ­ctor Erice
4513,30 Days of Night,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.","Josh Hartnett,Melissa George,Ben Foster",David Slade
4552,A Tale of Two Sisters,"A recently released patient from a mental institution returns home with her sister, only to face disturbing events between her stepmother and the ghosts haunting their house- all of which are connected to a dark past in the family's history.","Im Soo-jung,Moon Geun-young,Yum Jung-ah",
4722,Body Snatchers,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.","Terry Kinney,Meg Tilly,Gabrielle Anwar",Abel Ferrara
4858,The Invasion,"Washington, D.C. psychologist Carol Bennell and her colleague Dr. Ben Driscoll are the only two people on Earth who are aware of an epidemic running rampant through the city. They discover an alien virus aboard a crashed space shuttle that transforms anyone who comes into contact with it into unfeeling drones while they sleep. Carol realizes her son holds the key to stopping the spread of the plague and she races to find him before it is too late.","Nicole Kidman,Daniel Craig,Jeremy Northam",Oliver Hirschbiegel
4910,The Man Who Haunted Himself,"Executive Harold Pelham suffers a serious accident after which he faces the shadow of death. When, against all odds, he miraculously recovers, he discovers that his life does not belong to him anymore.","Roger Moore,Anton Rodgers,Olga Georges-Picot",
4961,Mimic,"A disease carried by common cockroaches is killing Manhattan children. In an effort to stop the epidemic an entomologist, Susan Tyler, creates a mutant breed of insect that secretes a fluid to kill the roaches. This mutant breed was engineered to die after one generation, but three years later Susan finds out that the species has survived and evolved into a large, gruesome monster that can mimic human form.","Mira Sorvino,Jeremy Northam,Giancarlo Giannini",
4970,Gothika,"After a car crash, a criminal psychologist regains consciousness only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husbandâ€”but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.","Halle Berry,Robert Downey Jr.,Charles S. Dutton",Mathieu Kassovitz
5060,Carry On Screaming,"The sinister Dr Watt has an evil scheme going. He's kidnapping beautiful young women and turning them into mannequins to sell to local stores. Fortunately for Dr Watt, Detective-Sergeant Bung is on the case, and he doesn't have a clue! In this send up of the Hammer Horror movies, there are send-ups of all the horror greats from Frankenstein to Dr Jekyl and Mr Hyde.","Harry H. Corbett,Kenneth Williams,Jim Dale",Gerald Thomas
5067,The Burning Court,"A group of people visit a weird old man who is a student of the black arts. The man lives in an ancient, cursed castle. Soon people in the group start being killed off.","Jean-Claude Brialy,Claude Rich,Edith Scob",
5072,Severance,"Members of the Palisades Defense Corp. sales group arrive in Europe for a team-building exercise. A fallen tree blocks the route, and they must hike to their destination. However, a psychotic killer lurks in the woods, and he has a horrible fate in mind for each of the co-workers.","Danny Dyer,Laura Harris,Tim McInnerny",
5237,Dust Devil,A woman on the run from her abusive husband encounters a mysterious hitch-hiker.,"Robert John Burke,Chelsea Field,Marianne SÃ¤gebrecht",
5421,Monster Hunter,"A priest-doctor chasing a man with supernatural regenerative abilities, who has recently escaped from a medical lab, reaches a small town where the mutant goes on a killing spree.","George Eastman,Annie Belle,Charles Borromel",Joe D'Amato
5422,Erotic Nights of the Living Dead,A sailor takes an American businessman and his girlfriend to an island where the businessman wants to build a resort. Soon a weird voodoo couple show up and warn them of bad things that are going to happen. It doesn't take long for the zombies to show up and start chowing down on human flesh.,"Laura Gemser,George Eastman,Dirce Funari",Joe D'Amato
