tmdbId,title,overview,cast,director
9841,Rest Stop,"In Texas, the aspirant actress Nicole Carrow runs away home to Los Angeles with her boyfriend Jess Hilts. They drive through a shortcut in an old road, and when they park in a rest stop, Jess is abducted by the sadistic driver of an old yellow truck. Along the night, Nicole is threatened by the sick maniac, while mysterious things happen to her in the place.","Jaimie Alexander,Joey Mendicino,Deanna Russo",
9847,The Tripper,A Ronald Reagan-obsessed serial killer targets a bunch of hippies who are heading to a weekend-long concert.,"David Arquette,Courteney Cox,Richmond Arquette",
9871,Ginger Snaps,"The story of two outcast sisters, Ginger and Brigitte, in the mindless suburban town of Bailey Downs. On the night of Ginger's first period, she is savagely attacked by a wild creature. Ginger's wounds miraculously heal but something is not quite right. Now Brigitte must save her sister and save herself.","Katharine Isabelle,Emily Perkins,Kris Lemche",
9877,Urban Legend,A college campus is plagued by a vicious serial killer murdering students in ways that correspond to various urban legends.,"Alicia Witt,Jared Leto,Rebecca Gayheart",Jamie Blanks
9885,Wolf Creek,"Stranded backpackers in remote Australia fall prey to a murderous bushman, who offers to fix their car, then takes them captive.","John Jarratt,Cassandra Magrath,Kestie Morassi",
9898,The Killing Floor,"A literary agent moves into a penthouse apartment. Soon after the move, he receives crime scene photographs that seem to have taken place in his new apartment. Next he receives a series of stalker videotapes that document his every move.","Marc Blucas,Shiri Appleby,Reiko Aylesworth",
9902,Wrong Turn,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.","Eliza Dushku,Desmond Harrington,Julian Richings",Rob Schmidt
9913,The Skeleton Key,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,"Kate Hudson,Gena Rowlands,Peter Sarsgaard",Iain Softley
9940,Cheerleader Massacre,"Five high school cheerleaders, their coach and a couple of adolescent sex-crazed guys travel to a cabin in the woods for a weekend getaway only to be killed off one by one by an unseen maniac.","Tamie Sheffield,Charity Rahmer,Erin Byron",Jim Wynorski
9945,Vampires,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,"James Woods,Daniel Baldwin,Sheryl Lee",John Carpenter
9946,End of Days,"On 28 December 1999, the citizens of New York City are getting ready for the turn of the millennium. However, Satan decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen brideâ€”a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist named Jericho Cane.","Arnold Schwarzenegger,Gabriel Byrne,Robin Tunney",Peter Hyams
9949,Haunted Highway,"An American photographer has an affair with a mysterious woman (Yoshikawa), which leads him into a confrontation with the occult.","Rand Gamble,Hinano Yoshikawa,Laura Putney",
9954,The Covenant,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,"Steven Strait,Sebastian Stan,Laura Ramsey",Renny Harlin
9964,Bad Taste,"A team from the intergalactic fast food chain Crumb's Crunchy Delights descends on Earth, planning to make human flesh the newest taste sensation. After they wipe out the New Zealand town Kaihoro, the countryâ€™s Astro-Investigation and Defense Service (AIaDS) is called in to deal with the problem. Things are complicated due to Giles, an aid worker who comes to Kaihoro the same day to collect change from the residents. He is captured by the aliens, and AIaDS stages a rescue mission that quickly becomes an all-out assault on the aliensâ€™ headquarters.","Terry Potter,Pete O'Herne,Craig Smith",
9966,The Messengers,"When the Solomons trade in the craziness of big-city life for the quiet of a North Dakota farm, little do they expect the nightmare that follows. Soon after arriving, teenage Jess (Kristen Stewart) and her younger brother see terrifying apparitions and endure attacks from a supernatural source. Jess must warn her disbelieving family before it is too late to save them.","Kristen Stewart,Dylan McDermott,Penelope Ann Miller",Danny Pang
9976,Satan's Little Helper,A naÃ¯ve young boy unknowingly becomes the pawn of a serial killer.,"Katheryn Winnick,Alexander Brickel,Amanda Plummer",
9980,Maximum Overdrive,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.","Emilio Estevez,Pat Hingle,Laura Harrington",
9987,Headspace,"25-year-old Alex Borden's chance encounter with a mysterious stranger has found his intellect rapidly expanding, but as the power of his mind grows so too does the mystery of a brutal series of murders. Now, as the killer seems to set his sights on Alex, the frightened genius must use his newfound brain power to put an end to the mayhem once and for all.","Olivia Hussey,William Atherton,Sean Young",Andrew van den Houten
9997,Gabriel,Gabriel tells the story of an archangel who fights to bring light back to purgatory - a place where darkness rules - and save the souls of the city's inhabitants.,"Dwaine Stevenson,Jack Campbell,Erika Heynatz",Shane Abbess
10004,Desperation,"When a sheriff arrests a writer, a family, a couple, and a hitchiker and throws them in a jail cell in the deserted town of Desperation, they must fight for their lives.","Steven Weber,Tom Skerritt,Charles Durning",Mick Garris
10007,See No Evil,"A group of delinquents are sent to clean the Blackwell Hotel but little do they know reclusive psychopath Jacob Goodnight has holed away in the rotting hotel. When one of the teens is captured, those who remain band together to survive against the brutal killer.","Glenn Jacobs,Christina Vidal,Luke Pegler",Gregory Dark
10008,An American Haunting,Based on the true events of the only case in US History where a spirit caused the death of a man.,"Donald Sutherland,Sissy Spacek,James D'Arcy",
10011,Abominable,"A man, crippled in an accident, returns to the woods after rehabilitation, certain that he'll not see Bigfoot again.","Matt McCoy,Haley Joel,Christien Tinsley",
10012,Cursed,"In Los Angeles, siblings Ellie and Jimmy come across an accident on Mulholland Drive. As they try to help the woman caught in the wreckage, a ferocious creature attacks them, devouring the woman and scratching the terrified siblings. They slowly discover that the creature was a werewolf and that they have fallen victim to a deadly curse.","Christina Ricci,Jesse Eisenberg,Milo Ventimiglia",Wes Craven
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,"A new family moves into the house on Elm Street, and before long, the kids are again having nightmares about deceased child murderer Freddy Krueger. This time, Freddy attempts to possess a teenage boy to cause havoc in the real world, and can only be overcome if the boy's sweetheart can master her fear.","Robert Englund,Mark Patton,Kim Myers",Jack Sholder
10016,Ghosts of Mars,Melanie Ballard is a hard nosed police chief in the year 2025. She and a police snatch squad are sent to Mars to apprehend dangerous criminal James Williams. Mars has been occupied by humans for some time and they have set up mining facilities. The mining activities on Mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. It soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'.,"Natasha Henstridge,Ice Cube,Jason Statham",
10017,The Wraith,"Packard Walsh and his motorized gang control and terrorize an Arizona desert town where they force drivers to drag-race so they can 'win' their vehicles. After Walsh beats the decent teenager Jamie Hankins to death after finding him with his girlfriend, a mysterious power creates Jake Kesey, an extremely cool motor-biker who has a car which is invincible. Jake befriends Jamie's girlfriend Keri Johnson, takes Jamie's sweet brother Bill under his wing and manages what Sheriff Loomis couldn't; eliminate Packard's criminal gang the hard way...","Charlie Sheen,Nick Cassavetes,Sherilyn Fenn",
10041,Broken,"After dating a wonderful man, Hope comes back home, sees her daughter Jennifer and goes to sleep. She wakes-up in the woods with a psychopath...","Eric Colvin,Nadja Brand,Abbey Stirling",
10049,Attack Force,"Marshall Lawson is the commander of an elite military unit. Marshall Lawson loses his strike-team in a cold-blooded and seemingly random attack, and he takes it upon himself to investigate the attack, with the help of his girlfriend Tia and his friend Dwayne.","Steven Seagal,Danny Webb,Andrew Bicknell",Michael Keusch
10053,When a Stranger Calls,"Far away from the site of a gruesome murder, a teenager named Jill Johnson arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.","Camilla Belle,Katie Cassidy,Tommy Flanagan",Simon West
10055,Room 6,A schoolteacher with a phobia of hospitals finds herself searching for her boyfriend inside one while teaming up with a man suffering the same ordeal that she's in.,"Christine Taylor,Shane Brolly,ChloÃ« Grace Moretz",
10063,The Breed,"Brothers John and Matt have inherited an island cabin from their recently deceased uncle. Along with Matt's girlfriend, Nicki, and other mutual friends, the siblings travel to the cabin for a relaxing weekend getaway. But, not long after arriving, the group is besieged by ravenous dogs. They watch in horror as another vacationer, Luke, is eaten alive. Soon, they discover a training facility where the dogs have been bred to kill.","Michelle Rodriguez,Taryn Manning,Eric Lively",Nicholas Mastandrea
10065,The Amityville Horror,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz clan, whose new home has a gory past and a legacy of demons. Before long, the family patriarch is plagued by nightmares and his daughter is seeing phantoms.","Ryan Reynolds,Melissa George,Jesse James",Andrew Douglas
10066,House of Wax,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,"Elisha Cuthbert,Chad Michael Murray,Brian Van Holt",Jaume Collet-Serra
10069,Stay Alive,"After the mysterious, brutal death of an old friend, a group of teenagers find themselves in possession of ""Stay Alive,"" an ultra-realistic 3-D videogame based on the spine-chilling true story of a 17th century noblewoman, known as ""The Blood Countess."" The gamers don't know anything about the game other than they're not supposed to have it... and they're dying to play it. Not able to resist temptation, the kids begin to play the grisly game but soon make a chilling connection -- they are each being murdered one-by-one in the same way as the characters they played in the game. As the line between the game world and the real world disappears, the teens must find a way to defeat the vicious and merciless Blood Countess, all the while trying to... stay alive.","Jon Foster,Samaire Armstrong,Frankie Muniz",
10070,Feast,"Trapped in a remote tavern, a group of strangers must band together for survival. Outside the bar, a horde of ravenous, flesh-eating monsters are trying to break in and dine on the frightened humans inside.","Duane Whitaker,Balthazar Getty,Henry Rollins",John Gulager
10072,A Nightmare on Elm Street 3: Dream Warriors,"It's been many years since Freddy Krueger's first victim, Nancy, came face-to-face with Freddy and his sadistic, evil ways. Now, Nancy's all grown up; she's put her frightening nightmares behind her and is helping teens cope with their dreams. Too bad Freddy's decided to herald his return by invading the kids' dreams and scaring them into committing suicide.","Robert Englund,Heather Langenkamp,Craig Wasson",
10075,Blood and Chocolate,A young teenage werewolf is torn between honoring her family's secret and her love for a man.,"Agnes Bruckner,Hugh Dancy,Katja Riemann",Katja von Garnier
10085,Unrest,A young pathology med student suspects that the spirit of a dead cadaver in the hospital morgue where she works is killing off all those who handle or desecrate the body.,"Corri English,Scot Davis,Joshua Alba",Jason Todd Ipson
10089,Evil Bong,"A group of stoners inhale more than they bargained for when they smoke from an evil bong in this campy comedy. The guys buy a vintage bong named EeBee from an ad in High Times magazine, but they have no idea the possessed pipe will gradually suck them into a horrifying surreal world. As they fight for their lives, EeBee's former owner (none other than Tommy Chong) -- the only one who understands the power of the bong -- tries to rescue them.","David Weidoff,John Patrick Jordan,Mitch Eakins",Charles Band
10092,Cry_Wolf,"After a local woman is murdered, a group of teenage liars create a warning e-mail of a serial killer named â€œThe Wolfâ€, coming on the next full moon. The teens describe each death method The Wolf uses, but when the described victims actually do start turning up dead, suddenly no one knows where the lies end and the truth begins.","Julian Morris,Lindy Booth,Jared Padalecki",
10094,Gone,A contemporary psychological thriller in which a young British couple travelling through the Australian outback become involved with a mysterious and charismatic American whose motive for imposing his friendship upon them becomes increasingly suspect and sinister.,"Scott Mechlowicz,Amelia Warner,Shaun Evans",Ringan Ledwidge
10100,Shark Attack in the Mediterranean,"A prehistoric shark (named in the books ""megalodon"") lurks Mallorca, killing a couple of individuals. A professional diver begins the hunt.","Ralf Moeller,Julia Stinshoff,Gregor BloÃ©b",Jorgo Papavassiliou
10113,Fear Of Clowns,An artist who purges her fears through painting is terrified to discover that her nightmarish creations have taken on a life of their own.,"Darla Albornoz,Mark Lassise,Jacky Reres",
10124,Heartstopper,Two hospitalized young people discover that things can get even worse when the dilapidated institution is stranded by a severe storm and a maniac stalks the corridors butchering the patients and staff.,"Nathan Stephenson,James Binkley,Robert Englund",Bob Keen
10127,Critters 2,"A batch of unhatched critter eggs are mistaken for Easter eggs by the country-folk inhabitants of Grover's Bend and, before long, the ferocious furballs are on the rampage again.","Scott Grimes,Liane Curtis,Barry Corbin",
10131,A Nightmare on Elm Street 4: The Dream Master,"Dream demon Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills the remainder of the Elm Street kids. However, Kristen, who can draw others into her dreams, wills her special ability to her friend Alice. Alice soon realizes that Freddy is taking advantage of that unknown power to pull a new group of children into his foul domain.","Robert Englund,Lisa Wilcox,Tuesday Knight",Renny Harlin
10160,A Nightmare on Elm Street: The Dream Child,"Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?","Robert Englund,Lisa Wilcox,Erika Anderson",Stephen Hopkins
10163,The Lawnmower Man,A simple man is turned into a genius through the application of computer science.,"Jeff Fahey,Pierce Brosnan,Jenny Wright",
10177,Evil Aliens,"The sensationalist reporter Michelle Fox presents the TV show Weird World, with phony matters about UFOS and aliens. When she hears about Cat, a young woman that claims that have been abducted with her boyfriend and become pregnant by aliens, she convinces her chief to travel with a team to the remote Welsh island of Scalled to interview Cat. She invites the cameraman Ricky Anderson with his sound technician partner; the nerd expert in ""ufology"" and ""ley lines"" Gavin Gorman; the actress Candy Vixen and an obscure gay actor to prepare the matter. They get a van and wait for the low tide to reach the island, and when they find evidences that aliens are really landed in the location, the ambitious Michelle decides to film her way to fame and wealth.","Emily Booth,Sam Butler,Jamie Honeybourne",
10185,The Midnight Meat Train,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways.","Bradley Cooper,Vinnie Jones,Brooke Shields",RyÃ»hei Kitamura
10205,Cut,"A group of film students set out to finish filming a movie that was never completed after its director was murdered. After they begin filming, they realize they're in for a bit of trouble, not unlike the late director...","Molly Ringwald,Frank Roberts,Kylie Minogue",Kimble Rendall
10206,Buffy the Vampire Slayer,"Blonde, bouncy Buffy is your typical high school cheerleader. But all that changes when a strange man informs her she's been chosen by fate to kill vampires.","Kristy Swanson,Donald Sutherland,Paul Reubens",Fran Rubel Kuzui
10212,Ravenous,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims.","Guy Pearce,Robert Carlyle,David Arquette",Antonia Bird
10213,From Dusk Till Dawn 3: The Hangman's Daughter,"Narrowly escaping death, outlaw Johnny Madrid is on the run from the hangman, with the hangman's sensuous daughter Esmeralda by his side. Along with Madrid's gang, Johnny and Esmeralda embark on an adventure filled with colorful and unsavory characters who lead them straight into the fight of their lives!","Marco Leonardi,Temuera Morrison,Ara Celi",P.J. Pesce
10216,Species II,"Having just returned from a mission to Mars, Commander Ross isn't exactly himself. He's slowly becoming a terrifying alien entity with one goal -- to procreate with human women! When countless women suffer gruesome deaths after bearing half-alien offspring, scientist Laura Baker and hired assassin Press Lennox use Eve, a more tempered alien clone, to find Ross and his brood. Before long Eve escapes to mate with Ross.","Michael Madsen,Natasha Henstridge,Marg Helgenberger",Peter Medak
10225,Friday the 13th Part VI: Jason Lives,"Determined to finish off the infamous killer Jason Voorhees once and for all, Tommy Jarvis and a friend exhume Jasonâ€™s corpse in order to cremate him. Things go awry when Jason is instead resurrected, sparking a new chain of ruthlessly brutal murders. Now itâ€™s up to Tommy to stop the dark, devious and demented deaths that he unwittingly brought about.","Thom Mathews,Jennifer Cooke,David Kagen",
10226,High Tension,"Best friends Marie and Alexia decide to spend a quiet weekend at Alexia's parents' secluded farmhouse. But on the night of their arrival, the girls' idyllic getaway turns into an endless night of horror.","CÃ©cile de France,MaÃ¯wenn,Philippe Nahon",
10234,Funny Games,"Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.","Ulrich MÃ¼he,Susanne Lothar,Arno Frisch",
10242,What Ever Happened to Baby Jane?,"Two aging film actresses live as virtual recluses in an old Hollywood mansion. Jane Hudson, a successful child star, cares for her crippled sister Blanche, whose career in later years eclipsed that of Jane. Now the two live together, their relationship affected by simmering subconscious thoughts of mutual envy, hate and revenge.","Bette Davis,Joan Crawford,Victor Buono",Robert Aldrich
10250,The Butcher,"A tragic car accident in the middle of nowhere finds six stranded college students fighting for their lives after making a horrifying discovery in a remote farmhouse in director Edward Gorsuch's rural frightener. With no place to run and no police station for miles, these doomed students are about to discover that down home hospitality is the last thing on the minds of the murderous family who stalks them through the woods.","Hazel Dean,Myiea Coy,Bill Jacobson",Edward Gorsuch
10251,5ive Girls,"Five wayward teenage girls are sent to a reformatory and discover they possess unique powers to battle the ancient demon, Legion, which holds thrall over the sinister institution.","Ron Perlman,Amy Lalonde,Terra Vnesa",
10255,Ab-normal Beauty,"Jiney is an popular art and photography student, but despite winning an award, she remains unhappy with her work. After photographing the aftermath of a fatal car accident, she finds herself obsessed with death. Suffering from morbid throughts, flashbacks of an incident from her youth when she was sexually abused by some young boys start to appear.","Race Wong,Rosanne Wong,Anson Leung",
10256,Metamorphosis,"In the Seventeenth Century, while Hungary is fighting the Turks, the population of a small village in...","Christopher Lambert,Corey Sevier,Charlie Hollway",
10263,Tamara,"Tamara, an unattractive girl who is picked on by her peers, returns after her death as a sexy seductress to enact revenge.","Jenna Dewan,Marc Devigne,Chad Faust",Jeremy Haft
10272,Jekyll + Hyde,"Henry Jekyll is a young science student who, along with his friend Mary, experiments with various drugs and compounds in order to create a personality-enhancing drug that he believes will turn him into the successful and popular person he so craves to be. But after testing the drug on Mary and himself, Jekyll discovers it has horrific consequences - ones that he might not be able to control.","Bryan Fisher,Bree Turner,Zachary Bennett",Nick Stillwell
10280,Thinner,"A fat lawyer finds himself growing ""Thinner"" when an old gypsy man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the gypsy to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.","Robert John Burke,Lucinda Jenney,Bethany Joy Lenz",
10281,Friday the 13th Part VII: The New Blood,"A young girl who possesses the power of telekinesis accidentally causes her father's death after a family dispute at Crystal Lake. Years later, when a doctor tries to exploit her abilities, her power becomes a hellish curse, and she unwittingly unchains the merciless, bloodthirsty Jason Voorhees from his watery grave.","Kane Hodder,Lar Park Lincoln,Kevin Spirtas",John Carl Buechler
10283,Friday the 13th Part VIII: Jason Takes Manhattan,A group of students on a graduation cruise bound for Manhattan soon realize they've got a stowaway aboard the ship: serial killer Jason Voorhees.,"Jensen Daggett,Scott Reeves,Kane Hodder",
10285,Jason Goes to Hell: The Final Friday,"Jason Voorhees, the living, breathing essence of evil, is back for one fierce, final fling! Tracked down and blown to bits by a special FBI task force, everyone now assumes that he's finally dead. But everybody assumes wrong. Jason has been reborn with the bone-chilling ability to assume the identity of anyone he touches. The terrifying truth is that he could be anywhere, or anybody. In this shocking, blood-soaked finale to Jason's carnage-ridden reign of terror, the horrible secret of his unstoppable killing instinct is finally revealed. And once you know the chilling facts, you'll see him in your nightmares! And he'll see you in hell!","Kane Hodder,John D. LeMay,Kari Keegan",Adam Marcus
10288,Fido,"Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out.","Billy Connolly,Carrie-Anne Moss,Dylan Baker",
10292,Urban Legends: Bloody Mary,"On a prom-night dare, a trio of high school friends chant an incantation, unleashing an evil spirit from the past with deadly consequences.","Kate Mara,Robert Vito,Tina Lifford",Mary Lambert
10294,Vacancy,"A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room. They realize that unless they escape, they'll be the next victims of a snuff film.","Kate Beckinsale,Luke Wilson,Frank Whaley",NimrÃ³d Antal
10299,"Hush... Hush, Sweet Charlotte","An aging, reclusive Southern belle plagued by a horrifying family secret descends into madness after the arrival of a lost relative.","Bette Davis,Olivia de Havilland,Joseph Cotten",Robert Aldrich
10304,Starship Troopers 2: Hero of the Federation,"In the sequel to Paul Verhoeven's loved/reviled sci-fi film, a group of troopers taking refuge in an abandoned outpost after fighting alien bugs, failing to realize that more danger lays in wait.","Billy Brown,Richard Burgi,Kelly Carlson",Phil Tippett
10306,Poltergeist III,"Carol Anne has been sent to live with her Aunt and Uncle in an effort to hide her from the clutches of the ghostly Reverend Kane, but he tracks her down and terrorises her in her relatives' appartment in a tall glass building. Will he finally achieve his target and capture Carol Anne again, or will Tangina be able, yet again, to thwart him?","Tom Skerritt,Nancy Allen,Heather O'Rourke",
10320,The Ring Two,Rachel Keller must prevent evil Samara from taking possession of her son's soul.,"Naomi Watts,Simon Baker,David Dorfman",Hideo Nakata
10331,Night of the Living Dead,A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse.,"Duane Jones,Judith O'Dea,Karl Hardman",
10344,The Fly II,"Martin Brundle, born of the human/fly, is adopted by his father's place of employment (Bartok Inc.) while the employees simply wait for his mutant chromosomes to come out of their dormant state.","Eric Stoltz,Daphne Zuniga,Lee Richardson",Chris Walas
10349,The Dark Half,"Thad Beaumont is the author of a highly successful series of violent pulp thrillers written under the pseudonym of â€˜George Starkâ€™, but when he decides to â€˜kill-offâ€™ his alter-ego in a mock ceremony, it precipitates a string of sadistic murders matching those in his pulp novels, which are soon discovered to be the work of Stark himself. Looking like a maniacal version of his counterpart, Stark is not so willing to quit the writing game â€“ even if it means coming after Thad's wife and their baby.","Timothy Hutton,Amy Madigan,Michael Rooker",
10351,Wishmaster,"The Djinn having been released from his ancient prison seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth.","Angus Scrimm,Andrew Divoff,Tammy Lauren",Robert Kurtzman
10359,Resurrection,"A seasoned police detective and his partner have just uncovered a string of unusual murders that lead them to a serial killer, who believes that he is the descendant of Judas.","Christopher Lambert,Leland Orser,Barbara Tyson",Russell Mulcahy
10361,Ginger Snaps 2: Unleashed,Brigitte has escaped the confines of Bailey Downs but she's not alone. Another werewolf is tailing her closely and her sister's specter haunts her. An overdose of Monkshood - the poison that is keeping her transformation at bay - leads to her being incarcerated in a rehabilitation clinic for drug addicts where her only friend is an eccentric young girl by the name of Ghost.,"Emily Perkins,Tatiana Maslany,Katharine Isabelle",Brett Sullivan
10370,Premutos: The Fallen Angel,"Premutos is the first of the fallen Angels, even before Lucifer. His Goal is to rule the world, the living and the dead. His son should pave the way for him and appears arbitrary throughout human history and is then recognized as some kind of monster. In the present time, a young man living in Germany begins to suffer from visionary flashbacks - of the lives he lived in the past as Premutos' son! He remembers how he appeared in the middle age, when mankind suffered from pestilence and during WWII in Russia. On his (earthly) father's birthday, a case containing some strange old book and a yellow potion is found in their garden, which was hidden by some peasant in 1943, who experimented with witchery in order to re-animate his deceased wife. Whe the young man gets in touch with the book and some of the yellow potion, he mutates into a monster and awakens an army of zombies, ready to bring back the fallen Angel Premutos and to disturb the little birthday party","Christopher Stacey,Ingid Fischer,Olaf Ittenbach",
10375,D-Tox,A disgraced FBI agent with a drinking problem joins nine other troubled law enforcement officers at an isolated detox clinic in the wilds of Wyoming. But the therapeutic sanctuary becomes a nightmarish hellhole when a major snowstorm cuts off the clinic from the outside world and enables a killer on the inside to get busy.,"Sylvester Stallone,Polly Walker,Charles S. Dutton",Jim Gillespie
10383,Lost Souls,"A young woman who becomes aware of a conspiracy to enable the Devil to walk the earth in human form. To defeat the prophesy, she must convince a respected New York crime journalist, who is devoid of faith, that he is in fact the target of the conspiracy.","Winona Ryder,Ben Chaplin,Sarah Wynter",Janusz KamiÅ„ski
10395,Wolf,Publisher Will Randall becomes a werewolf and has to fight to keep his job.,"Jack Nicholson,Michelle Pfeiffer,James Spader",Mike Nichols
10432,Hack!,"Seven college students are picked to travel to a private island owned by the reclusive Vincent King and his film-obsessed wife Mary Shelley to study island wildlife. But is isn't long when a mysterious killer begins killing the students one-by-one, and modeling them after gory murder scenes from numerous horror films.","Danica McKellar,Jay Kenneth Johnson,William Forsythe",
10439,Hocus Pocus,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.","Bette Midler,Sarah Jessica Parker,Kathy Najimy",Kenny Ortega
10489,Cujo,"A friendly St. Bernard named ""Cujo"" contracts rabies and conducts a reign of terror on a small American town.","Dee Wallace,Danny Pintauro,Daniel Hugh Kelly",Lewis Teague
10492,Flashback,"A young woman is released from an asylum where she has been since witnessing the murder of her parents, but violence continues to haunt her.","Valerie Niehaus,Xaver Hutter,Alexandra Neldel",Michael Karen
10494,Perfect Blue,A retired pop singer turned actress' sense of reality is shaken when she is stalked by an obsessed fan and seemingly a ghost of her past.,"Junko Iwao,Rica Matsumoto,Shinpachi Tsuji",Satoshi Kon
10496,Bats,Genetically mutated bats escape and it's up to a bat expert and the local sheriff to stop them.,"Lou Diamond Phillips,Dina Meyer,Bob Gunton",Louis Morneau
10513,Plan 9 from Outer Space,"In California, an old man grieves the loss of his wife and on the next day he also dies. However, the space soldier Eros and her mate Tanna use an electric device to resurrect them both and the strong Inspector Clay that was murdered by the couple. Their intention is not to conquest Earth but to stop mankind from developing the powerful bomb â€œSoloboniteâ€ that would threaten the universe. When the population of Hollywood and Washington DC sees flying saucers on the sky, a colonel, a police lieutenant, a commercial pilot, his wife and a policeman try to stop the aliens.","Gregory Walcott,Mona McKinnon,Duke Moore",
10542,Killer Condom,"The plot takes place in New York, and in the present. In a Hotel called ""Quicky"" a professor blackmails a student of his into having sex with him. But when the professor puts on a condom, the carnivorous condom bites off his penis and disappears. Detective Mackaroni who gets the case thinks that the college girl just bit off her teacher's penis! Mackaroni goes to the motel himself to check out the crime scene, in the lobby he finds a gigolo named Bill and he asks him to follow him to crime room, there the two men attempt to have sex when they are suddenly interrupted by the attack of a killer condom.","Udo Samel,Peter Lohmeyer,Iris Berben",
10552,Cat's Eye,"Three short stories by shock-meister Stephen King are linked by a stray cat that roams from one tale to the next in this creepy triptych that begins as Dick (James Woods) tries to quit smoking by any means necessary. Next, we meet Johnny, an adulterous man who's forced by his lover's husband onto a building's hazardous ledge. Finally, Amanda is threatened by an evil gnome who throws suspicion on the family cat.","Drew Barrymore,James Woods,Alan King",Lewis Teague
10576,Psycho II,"After years of treatment at a mental institution for the criminally insane, serial killer Norman Bates is finally released. Deciding to move back into his long-dead mother's infamous old house, he soon finds himself tormented by 'her' demands and begins to question his own sanity.","Anthony Perkins,Vera Miles,Meg Tilly",Richard Franklin
10577,Dracula 2000,"Abraham Van Helsing, who has tangled with Count Dracula in the past, works as an English antiques dealer. Simon is a vampire hunter in training under his apprenticeship.","Gerard Butler,Christopher Plummer,Jonny Lee Miller",Patrick Lussier
10578,Dracula II: Ascension,"Father Uffizi hunts vampires. He travels the world to behead them with his bullwhip, but his ultimate goal is to find the first vampire, Dracula. Medical students, Liz Blaine and Luke are charged with autopsying the body. When they open the abdominal cavity, they find that the liver and other organs are white, suggesting to Luke that the person did not produce his own blood but got it elsewhere, i.e., a vampire.","Stephen Billington,Craig Sheffer,Jason Scott Lee",
10579,Dracula III: Legacy,"In the near future, Uffizi and Luke travel to the remote reaches of war torn Romania to rescue Elizabeth and finish the vampire once and for all. Along the way, they encounter TV news journalist and a corps of rebels trying to fight the vampire uprising which plagues their country.","Jason Scott Lee,Jason London,Alexandra Wescourt",Patrick Lussier
10585,Child's Play,"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed by the soul of a serial killer.","Catherine Hicks,Chris Sarandon,Alex Vincent",
